iteration,medication_name,qaly,costs,acute_events,chronic_event,exit_reason,group
6,TDF_FTC__RPV,1.5186056873356946,9286308.584454715,0,0,failure,NNRTI
7,TDF_FTC__RPV,2.323894963994246,14962144.593353752,0,0,failure,NNRTI
8,TDF_FTC__RPV,1.4366717524163517,11482429.10666893,0,0,failure,NNRTI
9,TDF_FTC__RPV,1.4464841006638434,11671118.453071369,0,0,failure,NNRTI
10,TDF_FTC__RPV,1.4991170372531442,9663236.643442577,0,0,failure,NNRTI
1,TDF_FTC_EVG_c,1.4547435791077188,4259581.133412234,0,0,failure,INSTI
2,TDF_FTC_EVG_c,2.32275923411007,7731634.379126433,0,0,failure,INSTI
3,TDF_FTC_EVG_c,2.4252695140749045,6879183.003248272,0,0,failure,INSTI
4,TDF_FTC_EVG_c,2.1443082371426385,7244056.549994774,0,0,failure,INSTI
5,TDF_FTC_EVG_c,1.5547895551269937,3908851.0818892177,0,0,failure,INSTI
6,TDF_FTC_EVG_c,1.4511599940005682,4062074.29772936,0,0,failure,INSTI
7,TDF_FTC_EVG_c,1.4905207139796608,3889127.819193149,0,0,failure,INSTI
8,TDF_FTC_EVG_c,1.430810898013834,3821135.377732069,0,0,failure,INSTI
9,TDF_FTC_EVG_c,2.3454438346216864,7241657.613817231,0,0,failure,INSTI
10,TDF_FTC_EVG_c,1.4983320702242973,4042692.160179999,0,0,failure,INSTI
1,TAF_FTC_EVG_c,1.5241303955019678,29577342.881883115,0,0,failure,INSTI
2,TAF_FTC_EVG_c,2.066371060151181,25269469.955744967,0,1,failure,INSTI
3,TAF_FTC_EVG_c,1.4036907818242934,24857759.36702753,0,0,failure,INSTI
4,TAF_FTC_EVG_c,2.327291860984648,70834775.57236727,0,0,failure,INSTI
5,TAF_FTC_EVG_c,1.5131059919556686,21454522.94815203,0,0,failure,INSTI
6,TAF_FTC_EVG_c,1.5052543496458848,29000366.81407933,0,0,failure,INSTI
7,TAF_FTC_EVG_c,2.3630890154729784,75700877.53188044,0,0,failure,INSTI
8,TAF_FTC_EVG_c,2.23361651574946,65352859.11184251,0,0,failure,INSTI
9,TAF_FTC_EVG_c,1.4527006259421698,26446345.605479214,0,0,failure,INSTI
10,TAF_FTC_EVG_c,1.506891161409387,21896561.272124827,0,0,failure,INSTI
1,TAF_FTC_BIC,1.528916052466996,23597249.212295927,0,0,failure,INSTI
2,TAF_FTC_BIC,1.527200815119508,29360416.72055511,0,0,failure,INSTI
3,TAF_FTC_BIC,1.445081396658799,22906549.043763127,0,0,failure,INSTI
4,TAF_FTC_BIC,1.5191426275908957,29349055.03874365,0,0,failure,INSTI
5,TAF_FTC_BIC,2.3566554459645195,63073812.87772727,0,0,failure,INSTI
6,TAF_FTC_BIC,1.5441715807996004,25432060.04281482,0,0,failure,INSTI
7,TAF_FTC_BIC,2.433395155203276,50201721.13830221,0,0,failure,INSTI
8,TAF_FTC_BIC,1.5003689565908953,28229360.772741456,0,0,failure,INSTI
9,TAF_FTC_BIC,1.4927734667686146,23167799.9302726,0,0,failure,INSTI
10,TAF_FTC_BIC,1.5264385044921076,27729063.506173085,0,0,failure,INSTI
1,TDF_FTC_RPV,2.342528254234557,7017147.703593485,0,0,failure,NNRTI
2,TDF_FTC_RPV,1.5214789906547996,4013448.437887823,0,0,failure,NNRTI
3,TDF_FTC_RPV,6.352321695970785,7432173.800343053,0,1,adverse_reaction,NNRTI
4,TDF_FTC_RPV,2.4179032027972083,7227242.574194342,0,0,failure,NNRTI
5,TDF_FTC_RPV,2.402680914402638,7162994.996337158,0,0,failure,NNRTI
6,TDF_FTC_RPV,1.5293818352808144,3780408.154498431,0,0,failure,NNRTI
7,TDF_FTC_RPV,2.478564113206013,6993878.188804252,0,0,failure,NNRTI
8,TDF_FTC_RPV,1.4230314728441291,3928147.6996716135,0,0,failure,NNRTI
9,TDF_FTC_RPV,1.4892423472778298,4203124.947674672,0,0,failure,NNRTI
10,TDF_FTC_RPV,2.2930787734400555,7145978.904093583,0,0,failure,NNRTI
1,TAF_FTC_RPV,1.524211166494654,28528778.786366705,0,0,failure,NNRTI
2,TAF_FTC_RPV,1.4368190690596994,28271338.158694312,0,0,failure,NNRTI
3,TAF_FTC_RPV,1.417348244777984,29945154.830912843,0,0,failure,NNRTI
4,TAF_FTC_RPV,1.395923947442359,31163109.102278456,0,0,failure,NNRTI
5,TAF_FTC_RPV,1.380527615925001,28603085.607307453,0,0,failure,NNRTI
6,TAF_FTC_RPV,1.4295580192431945,29652456.191208743,0,0,failure,NNRTI
7,TAF_FTC_RPV,1.5032191287193883,29409118.858131643,0,0,failure,NNRTI
8,TAF_FTC_RPV,1.443413903657556,29643220.91476199,0,0,failure,NNRTI
9,TAF_FTC_RPV,1.522270615087367,29882198.337927837,0,0,failure,NNRTI
10,TAF_FTC_RPV,1.4050488768809135,30522437.511454627,0,0,failure,NNRTI
1,3TC__FTC__DRV_c,2.3013776337657776,17690739.490573447,0,0,failure,PI
2,3TC__FTC__DRV_c,1.5262014900675809,7737027.08790818,0,0,failure,PI
3,3TC__FTC__DRV_c,1.3915880707402528,8004410.859956859,0,0,failure,PI
4,3TC__FTC__DRV_c,1.4372831277245253,7969078.871072252,0,0,failure,PI
5,3TC__FTC__DRV_c,1.5052380637106657,8496171.11296651,0,0,failure,PI
6,3TC__FTC__DRV_c,1.44123915757329,7958995.34646784,0,0,failure,PI
7,3TC__FTC__DRV_c,1.46466221401203,8459020.874204203,0,0,failure,PI
8,3TC__FTC__DRV_c,1.493388807525033,8313811.431178387,0,0,failure,PI
9,3TC__FTC__DRV_c,2.3758082967164373,17285199.94983556,0,0,failure,PI
10,3TC__FTC__DRV_c,2.2962448076380126,17685785.58088319,0,0,failure,PI
1,3TC__FTC__DRV_r,1.4554892903095116,7741639.880233026,0,0,failure,PI
2,3TC__FTC__DRV_r,1.5203124426483274,7267273.87112342,0,0,failure,PI
3,3TC__FTC__DRV_r,2.427981186559961,16196848.104977945,0,0,failure,PI
4,3TC__FTC__DRV_r,2.313935014202586,16124258.946292864,0,0,failure,PI
5,3TC__FTC__DRV_r,1.5176450795091232,8323333.786668587,0,0,failure,PI
6,3TC__FTC__DRV_r,1.5145188463423866,6942784.931757044,0,0,failure,PI
7,3TC__FTC__DRV_r,2.3917728816380888,14607069.231580226,0,0,failure,PI
8,3TC__FTC__DRV_r,1.4658972655927367,7601283.105536335,0,0,failure,PI
9,3TC__FTC__DRV_r,1.4447226909398003,8357304.022577633,0,0,failure,PI
10,3TC__FTC__DRV_r,1.4126380518708122,7632013.811345063,0,0,failure,PI
1,AZT_3TC_NVP,1.532885991206394,2193046.165196927,0,0,failure,NNRTI
2,AZT_3TC_NVP,2.386573136118461,2695165.66499928,0,0,failure,NNRTI
3,AZT_3TC_NVP,2.311840669354088,2841827.2585354266,0,0,failure,NNRTI
4,AZT_3TC_NVP,2.3980553888831877,2637576.0745742666,0,0,failure,NNRTI
5,AZT_3TC_NVP,1.503353998367388,2177716.579340209,0,0,failure,NNRTI
6,AZT_3TC_NVP,2.409999896974527,2400564.138193433,0,0,failure,NNRTI
7,AZT_3TC_NVP,1.4590690615845303,1983252.4306445343,0,0,failure,NNRTI
8,AZT_3TC_NVP,1.395588691121068,2142742.190694196,0,0,failure,NNRTI
9,AZT_3TC_NVP,2.2323373145494347,2636949.9325406896,0,0,failure,NNRTI
10,AZT_3TC_NVP,1.4188971567627284,2022014.700816868,0,0,failure,NNRTI
1,DTG_3TC,1.447667794426256,23618891.91531596,0,0,failure,INSTI
2,DTG_3TC,1.4847993308799343,25125151.071098067,0,0,failure,INSTI
3,DTG_3TC,1.5313833505033505,25982504.373403683,0,0,failure,INSTI
4,DTG_3TC,1.422549536279159,20520238.421253227,0,0,failure,INSTI
5,DTG_3TC,1.4980796202516748,21615225.753693543,0,0,failure,INSTI
6,DTG_3TC,1.5066477935002451,19852318.61569201,0,0,failure,INSTI
7,DTG_3TC,1.5067018161211532,24399300.35686295,0,0,failure,INSTI
8,DTG_3TC,2.251468599970532,61279240.045756295,0,0,failure,INSTI
9,DTG_3TC,1.4510576858919748,22649390.860971868,0,0,failure,INSTI
10,DTG_3TC,1.51071022004847,22701637.63363109,0,0,failure,INSTI
1,DRV_c,1.5231140425414516,3468925.549045525,0,0,failure,PI
2,DRV_c,1.4769662256561524,3645981.5508236014,0,0,failure,PI
3,DRV_c,1.39903670912501,3858144.953446619,0,0,failure,PI
4,DRV_c,2.066148313579003,6356942.748193378,0,0,failure,PI
5,DRV_c,1.5127139450462992,3509439.2718324745,0,0,failure,PI
6,DRV_c,1.492039983500798,3912269.773212838,0,0,failure,PI
7,DRV_c,2.303600854223605,6437872.890178597,0,0,failure,PI
8,DRV_c,1.4973553248937916,3736691.756864616,0,0,failure,PI
9,DRV_c,2.407041214016404,6936652.9009844605,0,0,failure,PI
10,DRV_c,2.402806238358098,6228432.7738066325,0,0,failure,PI
