iteration,medication_name,qaly,costs,acute_events,chronic_event,exit_reason,group
7,ABC_3TC__DTG,2.4006591801400115,7795553.670818929,0,0,failure,INSTI
8,ABC_3TC__DTG,2.3709484558314764,7846676.802553856,0,0,failure,INSTI
9,ABC_3TC__DTG,1.414202806817646,4088775.858219679,0,0,failure,INSTI
10,ABC_3TC__DTG,1.4310959547810858,4201009.896540827,0,0,failure,INSTI
1,ABC_3TC__EFV,1.4205034692572438,1982863.5876824723,0,0,failure,NNRTI
2,ABC_3TC__EFV,1.5171241324240037,1902205.362077724,0,0,failure,NNRTI
3,ABC_3TC__EFV,1.5421554944991631,1966199.600799556,0,0,failure,NNRTI
4,ABC_3TC__EFV,1.496198219722924,2337948.263529687,0,0,failure,NNRTI
5,ABC_3TC__EFV,2.3198598468445897,2752566.225230406,0,0,failure,NNRTI
6,ABC_3TC__EFV,1.5319075090973526,2496227.146441482,0,0,failure,NNRTI
7,ABC_3TC__EFV,1.4564385011450187,2226020.487116542,0,0,failure,NNRTI
8,ABC_3TC__EFV,2.3175148992255616,2712122.6387630417,0,0,failure,NNRTI
9,ABC_3TC__EFV,2.2852388587609616,2784670.858907499,0,0,failure,NNRTI
10,ABC_3TC__EFV,2.3873159673529654,2697457.117103833,0,0,failure,NNRTI
1,ABC_3TC__LPV_r,1.556977336133028,2495833.6311180512,0,0,failure,PI
2,ABC_3TC__LPV_r,1.399927987009958,2348169.0899767,0,0,failure,PI
3,ABC_3TC__LPV_r,1.440777906932477,2504434.822021914,0,0,failure,PI
4,ABC_3TC__LPV_r,2.2662822745011377,3280128.268259813,0,0,failure,PI
5,ABC_3TC__LPV_r,2.2576244376636145,3271068.0288058827,0,0,failure,PI
6,ABC_3TC__LPV_r,2.96959088063188,3652307.036520363,0,1,failure,PI
7,ABC_3TC__LPV_r,1.4370716159678898,2394024.950557242,0,0,failure,PI
8,ABC_3TC__LPV_r,1.642046387667114,1157056.4517199914,0,0,dead,PI
9,ABC_3TC__LPV_r,5.86988257293211,3835322.696863994,0,1,failure,PI
10,ABC_3TC__LPV_r,1.5290591544328993,2328291.310224644,0,0,failure,PI
1,ABC_3TC__NVP,1.5065902909053095,2069860.7127177676,0,0,failure,NNRTI
2,ABC_3TC__NVP,1.4161604580543732,1995769.235458381,0,0,failure,NNRTI
3,ABC_3TC__NVP,1.5125428031890165,2126911.030641605,0,0,failure,NNRTI
4,ABC_3TC__NVP,1.4182218107324192,2120227.4987777937,0,0,failure,NNRTI
5,ABC_3TC__NVP,1.429838520966022,1974151.3559345023,0,0,failure,NNRTI
6,ABC_3TC__NVP,1.4310279233349013,1998456.9079017509,0,0,failure,NNRTI
7,ABC_3TC__NVP,1.498338498736549,1963488.956773436,0,0,failure,NNRTI
8,ABC_3TC__NVP,1.5561839071895738,2166361.0770639665,0,0,failure,NNRTI
9,ABC_3TC__NVP,1.49678331649736,2044377.196523851,0,0,failure,NNRTI
10,ABC_3TC__NVP,1.421495463492966,1973622.5623518173,0,0,failure,NNRTI
1,ABC_3TC__RAL,1.4328181249156042,6136418.795487736,0,0,failure,INSTI
2,ABC_3TC__RAL,1.433192600105894,6405426.929977452,0,0,failure,INSTI
3,ABC_3TC__RAL,1.5245297681642662,6184232.600782735,0,0,failure,INSTI
4,ABC_3TC__RAL,1.4537267409307757,6552928.553782483,0,0,failure,INSTI
5,ABC_3TC__RAL,2.31732501304787,13256759.928746616,0,0,failure,INSTI
6,ABC_3TC__RAL,2.2425455853410665,12754664.351992292,0,0,failure,INSTI
7,ABC_3TC__RAL,1.5320202368469376,6221660.232847998,0,0,failure,INSTI
8,ABC_3TC__RAL,1.4707918100205262,6138014.998228668,0,0,failure,INSTI
9,ABC_3TC__RAL,1.5163761499705362,6206245.048467519,0,0,failure,INSTI
10,ABC_3TC__RAL,2.41140775914127,12879528.915050872,0,0,failure,INSTI
1,ABC_3TC_DTG,1.5009016696768511,4347867.629414639,0,0,failure,INSTI
2,ABC_3TC_DTG,2.269150470375934,8390026.506741825,0,0,failure,INSTI
3,ABC_3TC_DTG,2.3940150555034454,8538449.577286225,0,0,failure,INSTI
4,ABC_3TC_DTG,1.3974318801437076,4330213.08350164,0,0,failure,INSTI
5,ABC_3TC_DTG,2.264672884901875,7709283.680613013,0,0,failure,INSTI
6,ABC_3TC_DTG,2.421778925690292,9074814.899900371,0,0,failure,INSTI
7,ABC_3TC_DTG,1.519700615543039,4208923.6151745245,0,0,failure,INSTI
8,ABC_3TC_DTG,1.519989459299957,4495641.902426485,0,0,failure,INSTI
9,ABC_3TC_DTG,2.386180493370732,8123890.721569158,0,0,failure,INSTI
10,ABC_3TC_DTG,1.4295231097046357,4468522.702413632,0,0,failure,INSTI
1,AZT_3TC__ATV_r,1.5120336254402786,2889841.5619017105,0,0,failure,PI
2,AZT_3TC__ATV_r,1.5096791902635336,2584682.3833033945,0,0,failure,PI
3,AZT_3TC__ATV_r,1.429114661529597,2391130.2416082798,0,0,failure,PI
4,AZT_3TC__ATV_r,1.487569055192493,2597345.172973707,0,0,failure,PI
5,AZT_3TC__ATV_r,2.355003555055391,3613582.8327180375,0,0,failure,PI
6,AZT_3TC__ATV_r,2.40236004097441,2919172.526718432,0,0,failure,PI
7,AZT_3TC__ATV_r,6.247797647858023,3792704.470091173,0,1,adverse_reaction,PI
8,AZT_3TC__ATV_r,2.299412190226655,3404936.98016831,0,0,failure,PI
9,AZT_3TC__ATV_r,1.4548099458174697,2410347.537463529,0,0,failure,PI
10,AZT_3TC__ATV_r,1.4850196466713523,2780634.037197381,0,0,failure,PI
1,AZT_3TC__LPV_r,1.4333414371257898,2494804.41941981,0,0,failure,PI
2,AZT_3TC__LPV_r,2.253685330513596,3364793.8385790777,0,0,failure,PI
3,AZT_3TC__LPV_r,2.44447152117269,3310528.67736566,0,0,failure,PI
4,AZT_3TC__LPV_r,1.4204164213930082,2229912.6767302896,0,0,failure,PI
5,AZT_3TC__LPV_r,1.4785667100113231,2393200.7789773555,0,0,failure,PI
6,AZT_3TC__LPV_r,1.4415148117507348,2480496.3928158134,0,0,failure,PI
7,AZT_3TC__LPV_r,1.5213852684047682,2308444.159697589,0,0,failure,PI
8,AZT_3TC__LPV_r,1.4797078182381178,2615854.4279632373,0,0,failure,PI
9,AZT_3TC__LPV_r,1.4194140329883904,2437901.5329199494,0,0,failure,PI
10,AZT_3TC__LPV_r,1.5070639756819175,2141919.548462215,0,0,failure,PI
1,AZT_3TC__NVP,1.4486355455006947,2149172.506317736,0,0,failure,NNRTI
2,AZT_3TC__NVP,1.5067790689848914,1939263.3530862392,0,0,failure,NNRTI
3,AZT_3TC__NVP,1.4160869983485438,1873296.770910482,0,0,failure,NNRTI
4,AZT_3TC__NVP,1.5074022903048363,1967853.0259009684,0,0,failure,NNRTI
5,AZT_3TC__NVP,1.4838543907417052,2085070.237113686,0,0,failure,NNRTI
6,AZT_3TC__NVP,2.42909185920165,2518973.416663332,0,0,failure,NNRTI
7,AZT_3TC__NVP,1.5108308748436317,2055261.6799622632,0,0,failure,NNRTI
8,AZT_3TC__NVP,1.5064831552437274,1851078.2413188573,0,0,failure,NNRTI
9,AZT_3TC__NVP,1.500276593132699,1964596.1165178684,0,0,failure,NNRTI
10,AZT_3TC__NVP,1.4171018082688036,1970973.61643538,0,0,failure,NNRTI
1,TAF__DRV_c,1.4690529667282417,13000416.881889604,0,0,failure,PI
2,TAF__DRV_c,1.4308573839431813,12785162.183400271,0,0,failure,PI
3,TAF__DRV_c,1.4673789952468976,12326857.746244594,0,0,failure,PI
4,TAF__DRV_c,1.426341859184678,13239036.865584005,0,0,failure,PI
5,TAF__DRV_c,2.3022779995093687,32387246.93292293,0,0,failure,PI
6,TAF__DRV_c,1.450716742041533,13671038.289560966,0,0,failure,PI
7,TAF__DRV_c,1.4186275277513434,13720501.035300864,0,0,failure,PI
8,TAF__DRV_c,1.4236281510314397,12082443.215622757,0,0,failure,PI
9,TAF__DRV_c,2.3969866705321987,32117745.589433685,0,0,failure,PI
10,TAF__DRV_c,1.4275572304321695,13084833.34627808,0,0,failure,PI
1,TAF_FTC__DOR,6.365578116542277,54277300.96115628,0,1,adverse_reaction,NNRTI
2,TAF_FTC__DOR,1.416989743623422,25378874.775208384,0,0,failure,NNRTI
3,TAF_FTC__DOR,1.5073895246733309,31724016.402984627,0,0,failure,NNRTI
4,TAF_FTC__DOR,2.402029605703412,63910963.94879999,0,0,failure,NNRTI
5,TAF_FTC__DOR,1.5102857201034037,25118666.174604148,0,0,failure,NNRTI
6,TAF_FTC__DOR,2.39990717206543,70705203.43439046,0,0,failure,NNRTI
7,TAF_FTC__DOR,2.399510521990007,59851362.24812988,0,0,failure,NNRTI
8,TAF_FTC__DOR,2.486223715444509,66557547.093235165,0,0,failure,NNRTI
9,TAF_FTC__DOR,2.382899777454739,63986338.28767971,0,0,failure,NNRTI
10,TAF_FTC__DOR,2.365182677776729,63179019.17300926,0,0,failure,NNRTI
1,TAF_FTC__DRV_c,1.4409814227611024,16006674.372477902,0,0,failure,PI
2,TAF_FTC__DRV_c,1.484344570142862,16348589.237081684,0,0,failure,PI
3,TAF_FTC__DRV_c,2.300546855679312,32020644.8583696,0,0,failure,PI
4,TAF_FTC__DRV_c,2.36433464131721,44213703.09404813,0,0,failure,PI
5,TAF_FTC__DRV_c,6.050360518081312,35139284.28597685,0,1,failure,PI
6,TAF_FTC__DRV_c,1.471454234669923,14524697.084110787,0,0,failure,PI
7,TAF_FTC__DRV_c,1.4073130607281756,16451743.798516355,0,0,failure,PI
8,TAF_FTC__DRV_c,2.277031362910868,38235730.89382248,0,0,failure,PI
9,TAF_FTC__DRV_c,1.409114209274002,16162919.11835666,0,0,failure,PI
10,TAF_FTC__DRV_c,1.506655851879566,15333960.036573932,0,0,failure,PI
1,TAF_FTC__DRV_r,1.4932505512941543,13014595.06928449,0,0,failure,PI
2,TAF_FTC__DRV_r,1.427384823541165,13908358.106793,0,0,failure,PI
3,TAF_FTC__DRV_r,2.1330371490298456,15763007.19769696,0,1,failure,PI
4,TAF_FTC__DRV_r,1.5606145535710063,13027541.600480204,0,0,failure,PI
5,TAF_FTC__DRV_r,1.5236329001096802,13829142.162793571,0,0,failure,PI
6,TAF_FTC__DRV_r,2.438738525113638,41942376.12024082,0,0,failure,PI
7,TAF_FTC__DRV_r,5.909888613457765,30521301.44633808,0,1,adverse_reaction,PI
8,TAF_FTC__DRV_r,5.770437049518256,43360280.10763319,0,1,failure,PI
9,TAF_FTC__DRV_r,2.415160360873473,42011932.2936977,0,0,failure,PI
10,TAF_FTC__DRV_r,1.543555709964146,17315642.49368606,0,0,failure,PI
1,TAF_FTC__DTG,1.4344467614125294,14915807.87371838,0,0,failure,INSTI
2,TAF_FTC__DTG,1.4243390064792611,21144314.31086976,0,0,failure,INSTI
3,TAF_FTC__DTG,1.4270176135295718,13331950.554573722,0,0,failure,INSTI
4,TAF_FTC__DTG,1.416968310036174,15526355.076653589,0,0,failure,INSTI
5,TAF_FTC__DTG,2.2696130528300373,43945689.964314505,0,0,failure,INSTI
6,TAF_FTC__DTG,1.5046773383240288,17981317.293996617,0,0,failure,INSTI
7,TAF_FTC__DTG,2.157897433236343,17171863.66663235,0,1,failure,INSTI
8,TAF_FTC__DTG,1.4242217874708123,15542175.053476758,0,0,failure,INSTI
9,TAF_FTC__DTG,1.41893189156457,17579306.406428263,0,0,failure,INSTI
10,TAF_FTC__DTG,2.431022433021341,39974968.386232935,0,0,failure,INSTI
1,TAF_FTC__RAL,1.429763770065831,21047557.81520468,0,0,failure,INSTI
2,TAF_FTC__RAL,1.4320879579184853,18298852.99054385,0,0,failure,INSTI
3,TAF_FTC__RAL,1.404261315422375,16795004.035025567,0,0,failure,INSTI
4,TAF_FTC__RAL,2.3880910552606607,43850708.49140738,0,0,failure,INSTI
5,TAF_FTC__RAL,1.4262164383078917,19243481.30450248,0,0,failure,INSTI
6,TAF_FTC__RAL,1.555753902060268,16741568.084682211,0,0,failure,INSTI
7,TAF_FTC__RAL,1.476079758606646,18008703.415981747,0,0,failure,INSTI
8,TAF_FTC__RAL,2.354478781338552,41220887.291045934,0,0,failure,INSTI
9,TAF_FTC__RAL,1.4226424084699447,17800294.2186208,0,0,failure,INSTI
10,TAF_FTC__RAL,2.339440999315678,53107412.87909007,0,0,failure,INSTI
1,TAF_FTC__RPV,2.314184024700684,62165723.75931266,0,0,failure,NNRTI
2,TAF_FTC__RPV,1.5113021398207804,21658306.348045737,0,0,failure,NNRTI
3,TAF_FTC__RPV,1.446666288232034,25183031.05520027,0,0,failure,NNRTI
4,TAF_FTC__RPV,2.447273580148213,52292876.02762869,0,0,failure,NNRTI
5,TAF_FTC__RPV,1.5112655015779002,23009559.85133411,0,0,failure,NNRTI
6,TAF_FTC__RPV,1.3927868293731067,19201137.054490887,0,0,failure,NNRTI
7,TAF_FTC__RPV,1.518961320603394,26157204.019488245,0,0,failure,NNRTI
8,TAF_FTC__RPV,1.5537905330394142,19623931.132073864,0,0,failure,NNRTI
9,TAF_FTC__RPV,1.5559762487296094,26105937.45848276,0,0,failure,NNRTI
10,TAF_FTC__RPV,2.4345479939639074,66960987.49669413,0,0,failure,NNRTI
1,TDF_FTC__ATV_r,1.5564104552969282,2699594.9550338583,0,0,failure,PI
2,TDF_FTC__ATV_r,1.435012814650439,2412929.7973263483,0,0,failure,PI
3,TDF_FTC__ATV_r,2.450613858377773,4234220.387810732,0,0,failure,PI
4,TDF_FTC__ATV_r,1.5537354423701095,2829916.2903819564,0,0,failure,PI
5,TDF_FTC__ATV_r,1.4313083335933974,2588746.1472923453,0,0,failure,PI
6,TDF_FTC__ATV_r,2.369276724729111,3979809.552271633,0,0,failure,PI
7,TDF_FTC__ATV_r,1.5170855368028509,2272277.3138552057,0,0,failure,PI
8,TDF_FTC__ATV_r,1.5145741199425418,2685552.0918782726,0,0,failure,PI
9,TDF_FTC__ATV_r,1.5124647294772675,2512413.387994615,0,0,failure,PI
10,TDF_FTC__ATV_r,2.2436298520980644,3765605.801382261,0,0,failure,PI
1,TDF_FTC__DOR,1.4154578315817992,13196333.28529963,0,0,failure,NNRTI
2,TDF_FTC__DOR,1.403938466767499,13858465.833696652,0,0,failure,NNRTI
3,TDF_FTC__DOR,1.466958002713474,14067997.59256692,0,0,failure,NNRTI
4,TDF_FTC__DOR,2.2977033868886823,35097320.22962799,0,0,failure,NNRTI
5,TDF_FTC__DOR,2.277972569318065,30145197.168549463,0,0,failure,NNRTI
6,TDF_FTC__DOR,1.4177838894819894,16289426.97037622,0,0,failure,NNRTI
7,TDF_FTC__DOR,1.500058257261423,16309830.399910629,0,0,failure,NNRTI
8,TDF_FTC__DOR,1.5042009457125105,14463314.06697558,0,0,failure,NNRTI
9,TDF_FTC__DOR,1.4474158213870083,11454997.869449696,0,0,failure,NNRTI
10,TDF_FTC__DOR,1.4331847964357398,13068862.86946392,0,0,failure,NNRTI
1,TDF_FTC__DRV_c,1.5106330803532502,3841505.502827218,0,0,failure,PI
2,TDF_FTC__DRV_c,1.5111127721163635,3968122.096015607,0,0,failure,PI
3,TDF_FTC__DRV_c,2.2449377742649137,6607728.232774494,0,0,failure,PI
4,TDF_FTC__DRV_c,1.4767505940019827,3918828.138073462,0,0,failure,PI
5,TDF_FTC__DRV_c,1.427515315765434,3560546.8066782714,0,0,failure,PI
6,TDF_FTC__DRV_c,2.435109389803464,6786423.19786284,0,0,failure,PI
7,TDF_FTC__DRV_c,1.499813024526318,4029613.976755326,0,0,failure,PI
8,TDF_FTC__DRV_c,1.4240111939099749,3609364.763056571,0,0,failure,PI
9,TDF_FTC__DRV_c,2.9256264383846675,6933664.210570198,0,1,failure,PI
10,TDF_FTC__DRV_c,1.5167657948682056,3948450.3933612574,0,0,failure,PI
1,TDF_FTC__DRV_r,1.4405001027649194,3158623.3792583416,0,0,failure,PI
2,TDF_FTC__DRV_r,2.2773095521424174,5566776.030644581,0,0,failure,PI
3,TDF_FTC__DRV_r,1.530881268764839,3147788.617713813,0,0,failure,PI
4,TDF_FTC__DRV_r,2.412583994289416,6154789.710678965,0,0,failure,PI
5,TDF_FTC__DRV_r,6.262819895206868,5682721.624685312,0,1,adverse_reaction,PI
6,TDF_FTC__DRV_r,1.4214584618451591,3476462.764191698,0,0,failure,PI
7,TDF_FTC__DRV_r,2.1547548259449605,3443933.84789222,0,1,failure,PI
8,TDF_FTC__DRV_r,2.282942583737248,6227713.335629026,0,0,failure,PI
9,TDF_FTC__DRV_r,1.4009552483411796,3163836.455829517,0,0,failure,PI
10,TDF_FTC__DRV_r,1.5572696038381555,3252259.9662070265,0,0,failure,PI
1,TDF_FTC__DTG,2.330347578038094,7442096.208337608,0,0,failure,INSTI
2,TDF_FTC__DTG,2.4651870126845505,8583939.16403551,0,0,failure,INSTI
3,TDF_FTC__DTG,6.309585437911288,8497297.776674557,0,1,adverse_reaction,INSTI
4,TDF_FTC__DTG,1.4444402200200617,4421365.632685003,0,0,failure,INSTI
5,TDF_FTC__DTG,2.3709064604262187,8312749.127469191,0,0,failure,INSTI
6,TDF_FTC__DTG,2.912036403000311,8170545.605115843,0,1,failure,INSTI
7,TDF_FTC__DTG,2.335686011357727,8284668.586447473,0,0,failure,INSTI
8,TDF_FTC__DTG,1.504606323550524,4807895.1180968005,0,0,failure,INSTI
9,TDF_FTC__DTG,1.5608411157418514,4646631.63796277,0,0,failure,INSTI
10,TDF_FTC__DTG,1.499791197397977,3965341.961151404,0,0,failure,INSTI
1,TDF_FTC__EFV,6.270098398330166,2974592.133777688,0,1,adverse_reaction,NNRTI
2,TDF_FTC__EFV,1.5294330519648334,2452742.6558325742,0,0,failure,NNRTI
3,TDF_FTC__EFV,1.5068402958491296,2114067.576629333,0,0,failure,NNRTI
4,TDF_FTC__EFV,1.4317179111102734,2315304.3392076464,0,0,failure,NNRTI
5,TDF_FTC__EFV,2.8951194651700294,2884447.625897314,0,1,failure,NNRTI
6,TDF_FTC__EFV,1.4184428576948425,2179350.020701901,0,0,failure,NNRTI
7,TDF_FTC__EFV,2.3533733388139253,2842437.992379537,0,0,failure,NNRTI
8,TDF_FTC__EFV,2.1682525476830907,2203031.253519508,0,1,failure,NNRTI
9,TDF_FTC__EFV,1.5183613203384234,2145780.5381115875,0,0,failure,NNRTI
10,TDF_FTC__EFV,1.396256480823194,2356232.760767058,0,0,failure,NNRTI
1,TDF_FTC__LPV_r,1.5050467290893987,2443738.7471497203,0,0,failure,PI
2,TDF_FTC__LPV_r,1.5556878486218113,2384406.81452981,0,0,failure,PI
3,TDF_FTC__LPV_r,2.4090782703810367,4099776.8557981113,0,0,failure,PI
4,TDF_FTC__LPV_r,1.4315796477236482,2566167.6443561525,0,0,failure,PI
5,TDF_FTC__LPV_r,1.4930631364617262,2644019.003190411,0,0,failure,PI
6,TDF_FTC__LPV_r,2.264296548446373,3174556.871114204,0,0,failure,PI
7,TDF_FTC__LPV_r,1.3980535418113251,2888372.436136643,0,0,failure,PI
8,TDF_FTC__LPV_r,1.428647588335774,2572598.8406699034,0,0,failure,PI
9,TDF_FTC__LPV_r,1.4327373964299568,2277153.765897257,0,0,failure,PI
10,TDF_FTC__LPV_r,1.4527975894964311,2277214.395564304,0,0,failure,PI
1,TDF_FTC__NVP,1.4043052512228866,2077491.8239153367,0,0,failure,NNRTI
2,TDF_FTC__NVP,2.3694967087361327,2752115.900058561,0,0,failure,NNRTI
3,TDF_FTC__NVP,2.459361783214465,2912061.425478021,0,0,failure,NNRTI
4,TDF_FTC__NVP,1.441907870298854,1962458.7581023085,0,0,failure,NNRTI
5,TDF_FTC__NVP,2.263888394237981,2785129.802648658,0,0,failure,NNRTI
6,TDF_FTC__NVP,1.4377648804282384,2185968.1305412943,0,0,failure,NNRTI
7,TDF_FTC__NVP,1.4205799762346767,2143699.4673463125,0,0,failure,NNRTI
8,TDF_FTC__NVP,1.524225162477575,2117998.661623679,0,0,failure,NNRTI
9,TDF_FTC__NVP,1.4343956876600563,2121766.21717959,0,0,failure,NNRTI
10,TDF_FTC__NVP,1.5216022456041316,2023650.445466368,0,0,failure,NNRTI
1,TDF_FTC__RAL,2.4154582350186,13348332.17578594,0,0,failure,INSTI
2,TDF_FTC__RAL,1.4419943828120971,6458206.697413812,0,0,failure,INSTI
3,TDF_FTC__RAL,2.4100120477869105,13051996.47611129,0,0,failure,INSTI
4,TDF_FTC__RAL,1.50125410323586,6740358.619359955,0,0,failure,INSTI
5,TDF_FTC__RAL,2.250458704357885,12986324.984264374,0,0,failure,INSTI
6,TDF_FTC__RAL,1.558037092980321,6203577.073308386,0,0,failure,INSTI
7,TDF_FTC__RAL,2.490911958812587,13440308.536703425,0,0,failure,INSTI
8,TDF_FTC__RAL,2.3021434550865565,13533931.263765596,0,0,failure,INSTI
9,TDF_FTC__RAL,1.5572150393776027,6373589.367100382,0,0,failure,INSTI
10,TDF_FTC__RAL,2.430399014577634,13302452.579562128,0,0,failure,INSTI
1,TDF_FTC__RPV,5.788082224669682,20763116.79925666,0,1,adverse_reaction,NNRTI
2,TDF_FTC__RPV,1.5556143740556028,8245706.695551433,0,0,failure,NNRTI
3,TDF_FTC__RPV,1.5032172364451082,8836797.72901567,0,0,failure,NNRTI
4,TDF_FTC__RPV,2.260829106142713,20098496.813540883,0,0,failure,NNRTI
5,TDF_FTC__RPV,2.4864094828398646,16943839.37712057,0,0,failure,NNRTI
