Terapia,Grupo,Probabilidad,Disponibilidad a pagar
TAF_FTC_BIC,INSTI,0.0,75290464.66969697
TAF_FTC_EVG_c,INSTI,0.0,75290464.66969697
TAF_FTC_RPV,NNRTI,0.0,75290464.66969697
TAF_FTC__DOR,NNRTI,0.0,75290464.66969697
TAF_FTC__DRV_c,PI,0.0,75290464.66969697
TAF_FTC__DRV_r,PI,0.0,75290464.66969697
TAF_FTC__DTG,INSTI,0.0,75290464.66969697
TAF_FTC__RAL,INSTI,0.0,75290464.66969697
TAF_FTC__RPV,NNRTI,0.0,75290464.66969697
TAF__DRV_c,PI,0.0,75290464.66969697
TDF_FTC_EVG_c,INSTI,0.0,75290464.66969697
TDF_FTC_RPV,NNRTI,0.1,75290464.66969697
TDF_FTC__ATV_r,PI,0.0,75290464.66969697
TDF_FTC__DOR,NNRTI,0.0,75290464.66969697
TDF_FTC__DRV_c,PI,0.0,75290464.66969697
TDF_FTC__DRV_r,PI,0.1,75290464.66969697
TDF_FTC__DTG,INSTI,0.0,75290464.66969697
TDF_FTC__EFV,NNRTI,0.1,75290464.66969697
TDF_FTC__LPV_r,PI,0.0,75290464.66969697
TDF_FTC__NVP,NNRTI,0.0,75290464.66969697
TDF_FTC__RAL,INSTI,0.0,75290464.66969697
TDF_FTC__RPV,NNRTI,0.0,75290464.66969697
3TC_ABC__DRV_c,PI,0.0,76087546.45454545
3TC_ABC__DRV_r,PI,0.0,76087546.45454545
3TC__DRV_c,PI,0.2,76087546.45454545
3TC__DRV_r,PI,0.0,76087546.45454545
3TC__DTG,INSTI,0.0,76087546.45454545
3TC__FTC__DRV_c,PI,0.0,76087546.45454545
3TC__FTC__DRV_r,PI,0.0,76087546.45454545
ABC_3TC_DTG,INSTI,0.0,76087546.45454545
ABC_3TC__ATV_r,PI,0.0,76087546.45454545
ABC_3TC__DRV_r,PI,0.0,76087546.45454545
ABC_3TC__DTG,INSTI,0.0,76087546.45454545
ABC_3TC__EFV,NNRTI,0.1,76087546.45454545
ABC_3TC__LPV_r,PI,0.2,76087546.45454545
ABC_3TC__NVP,NNRTI,0.0,76087546.45454545
ABC_3TC__RAL,INSTI,0.0,76087546.45454545
AZT_3TC_NVP,NNRTI,0.1,76087546.45454545
AZT_3TC__ATV_r,PI,0.1,76087546.45454545
AZT_3TC__LPV_r,PI,0.0,76087546.45454545
AZT_3TC__NVP,NNRTI,0.0,76087546.45454545
DRV_c,PI,0.0,76087546.45454545
DTG_3TC,INSTI,0.0,76087546.45454545
TAF_FTC_BIC,INSTI,0.0,76087546.45454545
TAF_FTC_EVG_c,INSTI,0.0,76087546.45454545
TAF_FTC_RPV,NNRTI,0.0,76087546.45454545
TAF_FTC__DOR,NNRTI,0.0,76087546.45454545
TAF_FTC__DRV_c,PI,0.0,76087546.45454545
TAF_FTC__DRV_r,PI,0.0,76087546.45454545
TAF_FTC__DTG,INSTI,0.0,76087546.45454545
TAF_FTC__RAL,INSTI,0.0,76087546.45454545
TAF_FTC__RPV,NNRTI,0.0,76087546.45454545
TAF__DRV_c,PI,0.0,76087546.45454545
TDF_FTC_EVG_c,INSTI,0.0,76087546.45454545
TDF_FTC_RPV,NNRTI,0.1,76087546.45454545
TDF_FTC__ATV_r,PI,0.0,76087546.45454545
TDF_FTC__DOR,NNRTI,0.0,76087546.45454545
TDF_FTC__DRV_c,PI,0.0,76087546.45454545
TDF_FTC__DRV_r,PI,0.1,76087546.45454545
TDF_FTC__DTG,INSTI,0.0,76087546.45454545
TDF_FTC__EFV,NNRTI,0.1,76087546.45454545
TDF_FTC__LPV_r,PI,0.0,76087546.45454545
TDF_FTC__NVP,NNRTI,0.0,76087546.45454545
TDF_FTC__RAL,INSTI,0.0,76087546.45454545
TDF_FTC__RPV,NNRTI,0.0,76087546.45454545
3TC_ABC__DRV_c,PI,0.0,76884628.23939395
3TC_ABC__DRV_r,PI,0.0,76884628.23939395
3TC__DRV_c,PI,0.2,76884628.23939395
3TC__DRV_r,PI,0.0,76884628.23939395
3TC__DTG,INSTI,0.0,76884628.23939395
3TC__FTC__DRV_c,PI,0.0,76884628.23939395
3TC__FTC__DRV_r,PI,0.0,76884628.23939395
ABC_3TC_DTG,INSTI,0.0,76884628.23939395
ABC_3TC__ATV_r,PI,0.0,76884628.23939395
ABC_3TC__DRV_r,PI,0.0,76884628.23939395
ABC_3TC__DTG,INSTI,0.0,76884628.23939395
ABC_3TC__EFV,NNRTI,0.1,76884628.23939395
ABC_3TC__LPV_r,PI,0.2,76884628.23939395
ABC_3TC__NVP,NNRTI,0.0,76884628.23939395
ABC_3TC__RAL,INSTI,0.0,76884628.23939395
AZT_3TC_NVP,NNRTI,0.1,76884628.23939395
AZT_3TC__ATV_r,PI,0.1,76884628.23939395
AZT_3TC__LPV_r,PI,0.0,76884628.23939395
AZT_3TC__NVP,NNRTI,0.0,76884628.23939395
DRV_c,PI,0.0,76884628.23939395
DTG_3TC,INSTI,0.0,76884628.23939395
TAF_FTC_BIC,INSTI,0.0,76884628.23939395
TAF_FTC_EVG_c,INSTI,0.0,76884628.23939395
TAF_FTC_RPV,NNRTI,0.0,76884628.23939395
TAF_FTC__DOR,NNRTI,0.0,76884628.23939395
TAF_FTC__DRV_c,PI,0.0,76884628.23939395
TAF_FTC__DRV_r,PI,0.0,76884628.23939395
TAF_FTC__DTG,INSTI,0.0,76884628.23939395
TAF_FTC__RAL,INSTI,0.0,76884628.23939395
TAF_FTC__RPV,NNRTI,0.0,76884628.23939395
TAF__DRV_c,PI,0.0,76884628.23939395
TDF_FTC_EVG_c,INSTI,0.0,76884628.23939395
TDF_FTC_RPV,NNRTI,0.1,76884628.23939395
TDF_FTC__ATV_r,PI,0.0,76884628.23939395
TDF_FTC__DOR,NNRTI,0.0,76884628.23939395
TDF_FTC__DRV_c,PI,0.0,76884628.23939395
TDF_FTC__DRV_r,PI,0.1,76884628.23939395
TDF_FTC__DTG,INSTI,0.0,76884628.23939395
TDF_FTC__EFV,NNRTI,0.1,76884628.23939395
TDF_FTC__LPV_r,PI,0.0,76884628.23939395
TDF_FTC__NVP,NNRTI,0.0,76884628.23939395
TDF_FTC__RAL,INSTI,0.0,76884628.23939395
TDF_FTC__RPV,NNRTI,0.0,76884628.23939395
3TC_ABC__DRV_c,PI,0.0,77681710.02424243
3TC_ABC__DRV_r,PI,0.0,77681710.02424243
3TC__DRV_c,PI,0.2,77681710.02424243
3TC__DRV_r,PI,0.0,77681710.02424243
3TC__DTG,INSTI,0.0,77681710.02424243
3TC__FTC__DRV_c,PI,0.0,77681710.02424243
3TC__FTC__DRV_r,PI,0.0,77681710.02424243
ABC_3TC_DTG,INSTI,0.0,77681710.02424243
ABC_3TC__ATV_r,PI,0.0,77681710.02424243
ABC_3TC__DRV_r,PI,0.0,77681710.02424243
ABC_3TC__DTG,INSTI,0.0,77681710.02424243
ABC_3TC__EFV,NNRTI,0.1,77681710.02424243
ABC_3TC__LPV_r,PI,0.2,77681710.02424243
ABC_3TC__NVP,NNRTI,0.0,77681710.02424243
ABC_3TC__RAL,INSTI,0.0,77681710.02424243
AZT_3TC_NVP,NNRTI,0.1,77681710.02424243
AZT_3TC__ATV_r,PI,0.1,77681710.02424243
AZT_3TC__LPV_r,PI,0.0,77681710.02424243
AZT_3TC__NVP,NNRTI,0.0,77681710.02424243
DRV_c,PI,0.0,77681710.02424243
DTG_3TC,INSTI,0.0,77681710.02424243
TAF_FTC_BIC,INSTI,0.0,77681710.02424243
TAF_FTC_EVG_c,INSTI,0.0,77681710.02424243
TAF_FTC_RPV,NNRTI,0.0,77681710.02424243
TAF_FTC__DOR,NNRTI,0.0,77681710.02424243
TAF_FTC__DRV_c,PI,0.0,77681710.02424243
TAF_FTC__DRV_r,PI,0.0,77681710.02424243
TAF_FTC__DTG,INSTI,0.0,77681710.02424243
TAF_FTC__RAL,INSTI,0.0,77681710.02424243
TAF_FTC__RPV,NNRTI,0.0,77681710.02424243
TAF__DRV_c,PI,0.0,77681710.02424243
TDF_FTC_EVG_c,INSTI,0.0,77681710.02424243
TDF_FTC_RPV,NNRTI,0.1,77681710.02424243
TDF_FTC__ATV_r,PI,0.0,77681710.02424243
TDF_FTC__DOR,NNRTI,0.0,77681710.02424243
TDF_FTC__DRV_c,PI,0.0,77681710.02424243
TDF_FTC__DRV_r,PI,0.1,77681710.02424243
TDF_FTC__DTG,INSTI,0.0,77681710.02424243
TDF_FTC__EFV,NNRTI,0.1,77681710.02424243
TDF_FTC__LPV_r,PI,0.0,77681710.02424243
TDF_FTC__NVP,NNRTI,0.0,77681710.02424243
TDF_FTC__RAL,INSTI,0.0,77681710.02424243
TDF_FTC__RPV,NNRTI,0.0,77681710.02424243
3TC_ABC__DRV_c,PI,0.0,78478791.80909091
3TC_ABC__DRV_r,PI,0.0,78478791.80909091
3TC__DRV_c,PI,0.2,78478791.80909091
3TC__DRV_r,PI,0.0,78478791.80909091
3TC__DTG,INSTI,0.0,78478791.80909091
3TC__FTC__DRV_c,PI,0.0,78478791.80909091
3TC__FTC__DRV_r,PI,0.0,78478791.80909091
ABC_3TC_DTG,INSTI,0.0,78478791.80909091
ABC_3TC__ATV_r,PI,0.0,78478791.80909091
ABC_3TC__DRV_r,PI,0.0,78478791.80909091
ABC_3TC__DTG,INSTI,0.0,78478791.80909091
ABC_3TC__EFV,NNRTI,0.1,78478791.80909091
ABC_3TC__LPV_r,PI,0.2,78478791.80909091
ABC_3TC__NVP,NNRTI,0.0,78478791.80909091
ABC_3TC__RAL,INSTI,0.0,78478791.80909091
AZT_3TC_NVP,NNRTI,0.1,78478791.80909091
AZT_3TC__ATV_r,PI,0.1,78478791.80909091
AZT_3TC__LPV_r,PI,0.0,78478791.80909091
AZT_3TC__NVP,NNRTI,0.0,78478791.80909091
DRV_c,PI,0.0,78478791.80909091
DTG_3TC,INSTI,0.0,78478791.80909091
TAF_FTC_BIC,INSTI,0.0,78478791.80909091
TAF_FTC_EVG_c,INSTI,0.0,78478791.80909091
TAF_FTC_RPV,NNRTI,0.0,78478791.80909091
TAF_FTC__DOR,NNRTI,0.0,78478791.80909091
TAF_FTC__DRV_c,PI,0.0,78478791.80909091
TAF_FTC__DRV_r,PI,0.0,78478791.80909091
TAF_FTC__DTG,INSTI,0.0,78478791.80909091
TAF_FTC__RAL,INSTI,0.0,78478791.80909091
TAF_FTC__RPV,NNRTI,0.0,78478791.80909091
TAF__DRV_c,PI,0.0,78478791.80909091
TDF_FTC_EVG_c,INSTI,0.0,78478791.80909091
TDF_FTC_RPV,NNRTI,0.1,78478791.80909091
TDF_FTC__ATV_r,PI,0.0,78478791.80909091
TDF_FTC__DOR,NNRTI,0.0,78478791.80909091
TDF_FTC__DRV_c,PI,0.0,78478791.80909091
TDF_FTC__DRV_r,PI,0.1,78478791.80909091
TDF_FTC__DTG,INSTI,0.0,78478791.80909091
TDF_FTC__EFV,NNRTI,0.1,78478791.80909091
TDF_FTC__LPV_r,PI,0.0,78478791.80909091
TDF_FTC__NVP,NNRTI,0.0,78478791.80909091
TDF_FTC__RAL,INSTI,0.0,78478791.80909091
TDF_FTC__RPV,NNRTI,0.0,78478791.80909091
3TC_ABC__DRV_c,PI,0.0,79275873.5939394
3TC_ABC__DRV_r,PI,0.0,79275873.5939394
3TC__DRV_c,PI,0.2,79275873.5939394
3TC__DRV_r,PI,0.0,79275873.5939394
3TC__DTG,INSTI,0.0,79275873.5939394
3TC__FTC__DRV_c,PI,0.0,79275873.5939394
3TC__FTC__DRV_r,PI,0.0,79275873.5939394
ABC_3TC_DTG,INSTI,0.0,79275873.5939394
ABC_3TC__ATV_r,PI,0.0,79275873.5939394
ABC_3TC__DRV_r,PI,0.0,79275873.5939394
ABC_3TC__DTG,INSTI,0.0,79275873.5939394
ABC_3TC__EFV,NNRTI,0.1,79275873.5939394
ABC_3TC__LPV_r,PI,0.2,79275873.5939394
ABC_3TC__NVP,NNRTI,0.0,79275873.5939394
ABC_3TC__RAL,INSTI,0.0,79275873.5939394
AZT_3TC_NVP,NNRTI,0.1,79275873.5939394
AZT_3TC__ATV_r,PI,0.1,79275873.5939394
AZT_3TC__LPV_r,PI,0.0,79275873.5939394
AZT_3TC__NVP,NNRTI,0.0,79275873.5939394
DRV_c,PI,0.0,79275873.5939394
DTG_3TC,INSTI,0.0,79275873.5939394
TAF_FTC_BIC,INSTI,0.0,79275873.5939394
TAF_FTC_EVG_c,INSTI,0.0,79275873.5939394
TAF_FTC_RPV,NNRTI,0.0,79275873.5939394
TAF_FTC__DOR,NNRTI,0.0,79275873.5939394
TAF_FTC__DRV_c,PI,0.0,79275873.5939394
TAF_FTC__DRV_r,PI,0.0,79275873.5939394
TAF_FTC__DTG,INSTI,0.0,79275873.5939394
TAF_FTC__RAL,INSTI,0.0,79275873.5939394
TAF_FTC__RPV,NNRTI,0.0,79275873.5939394
TAF__DRV_c,PI,0.0,79275873.5939394
TDF_FTC_EVG_c,INSTI,0.0,79275873.5939394
TDF_FTC_RPV,NNRTI,0.1,79275873.5939394
TDF_FTC__ATV_r,PI,0.0,79275873.5939394
TDF_FTC__DOR,NNRTI,0.0,79275873.5939394
TDF_FTC__DRV_c,PI,0.0,79275873.5939394
TDF_FTC__DRV_r,PI,0.1,79275873.5939394
TDF_FTC__DTG,INSTI,0.0,79275873.5939394
TDF_FTC__EFV,NNRTI,0.1,79275873.5939394
TDF_FTC__LPV_r,PI,0.0,79275873.5939394
TDF_FTC__NVP,NNRTI,0.0,79275873.5939394
TDF_FTC__RAL,INSTI,0.0,79275873.5939394
TDF_FTC__RPV,NNRTI,0.0,79275873.5939394
3TC_ABC__DRV_c,PI,0.0,80072955.37878789
3TC_ABC__DRV_r,PI,0.0,80072955.37878789
3TC__DRV_c,PI,0.2,80072955.37878789
3TC__DRV_r,PI,0.0,80072955.37878789
3TC__DTG,INSTI,0.0,80072955.37878789
3TC__FTC__DRV_c,PI,0.0,80072955.37878789
3TC__FTC__DRV_r,PI,0.0,80072955.37878789
ABC_3TC_DTG,INSTI,0.0,80072955.37878789
ABC_3TC__ATV_r,PI,0.0,80072955.37878789
ABC_3TC__DRV_r,PI,0.0,80072955.37878789
ABC_3TC__DTG,INSTI,0.0,80072955.37878789
ABC_3TC__EFV,NNRTI,0.1,80072955.37878789
ABC_3TC__LPV_r,PI,0.2,80072955.37878789
ABC_3TC__NVP,NNRTI,0.0,80072955.37878789
ABC_3TC__RAL,INSTI,0.0,80072955.37878789
AZT_3TC_NVP,NNRTI,0.1,80072955.37878789
AZT_3TC__ATV_r,PI,0.1,80072955.37878789
AZT_3TC__LPV_r,PI,0.0,80072955.37878789
AZT_3TC__NVP,NNRTI,0.0,80072955.37878789
DRV_c,PI,0.0,80072955.37878789
DTG_3TC,INSTI,0.0,80072955.37878789
TAF_FTC_BIC,INSTI,0.0,80072955.37878789
TAF_FTC_EVG_c,INSTI,0.0,80072955.37878789
TAF_FTC_RPV,NNRTI,0.0,80072955.37878789
TAF_FTC__DOR,NNRTI,0.0,80072955.37878789
TAF_FTC__DRV_c,PI,0.0,80072955.37878789
TAF_FTC__DRV_r,PI,0.0,80072955.37878789
TAF_FTC__DTG,INSTI,0.0,80072955.37878789
TAF_FTC__RAL,INSTI,0.0,80072955.37878789
TAF_FTC__RPV,NNRTI,0.0,80072955.37878789
TAF__DRV_c,PI,0.0,80072955.37878789
TDF_FTC_EVG_c,INSTI,0.0,80072955.37878789
TDF_FTC_RPV,NNRTI,0.1,80072955.37878789
TDF_FTC__ATV_r,PI,0.0,80072955.37878789
TDF_FTC__DOR,NNRTI,0.0,80072955.37878789
TDF_FTC__DRV_c,PI,0.0,80072955.37878789
TDF_FTC__DRV_r,PI,0.1,80072955.37878789
TDF_FTC__DTG,INSTI,0.0,80072955.37878789
TDF_FTC__EFV,NNRTI,0.1,80072955.37878789
TDF_FTC__LPV_r,PI,0.0,80072955.37878789
TDF_FTC__NVP,NNRTI,0.0,80072955.37878789
TDF_FTC__RAL,INSTI,0.0,80072955.37878789
TDF_FTC__RPV,NNRTI,0.0,80072955.37878789
3TC_ABC__DRV_c,PI,0.0,80870037.16363637
3TC_ABC__DRV_r,PI,0.0,80870037.16363637
3TC__DRV_c,PI,0.2,80870037.16363637
3TC__DRV_r,PI,0.0,80870037.16363637
3TC__DTG,INSTI,0.0,80870037.16363637
3TC__FTC__DRV_c,PI,0.0,80870037.16363637
3TC__FTC__DRV_r,PI,0.0,80870037.16363637
ABC_3TC_DTG,INSTI,0.0,80870037.16363637
ABC_3TC__ATV_r,PI,0.0,80870037.16363637
ABC_3TC__DRV_r,PI,0.0,80870037.16363637
ABC_3TC__DTG,INSTI,0.0,80870037.16363637
ABC_3TC__EFV,NNRTI,0.1,80870037.16363637
ABC_3TC__LPV_r,PI,0.2,80870037.16363637
ABC_3TC__NVP,NNRTI,0.0,80870037.16363637
ABC_3TC__RAL,INSTI,0.0,80870037.16363637
AZT_3TC_NVP,NNRTI,0.1,80870037.16363637
AZT_3TC__ATV_r,PI,0.1,80870037.16363637
AZT_3TC__LPV_r,PI,0.0,80870037.16363637
AZT_3TC__NVP,NNRTI,0.0,80870037.16363637
DRV_c,PI,0.0,80870037.16363637
DTG_3TC,INSTI,0.0,80870037.16363637
TAF_FTC_BIC,INSTI,0.0,80870037.16363637
TAF_FTC_EVG_c,INSTI,0.0,80870037.16363637
TAF_FTC_RPV,NNRTI,0.0,80870037.16363637
TAF_FTC__DOR,NNRTI,0.0,80870037.16363637
TAF_FTC__DRV_c,PI,0.0,80870037.16363637
TAF_FTC__DRV_r,PI,0.0,80870037.16363637
TAF_FTC__DTG,INSTI,0.0,80870037.16363637
TAF_FTC__RAL,INSTI,0.0,80870037.16363637
TAF_FTC__RPV,NNRTI,0.0,80870037.16363637
TAF__DRV_c,PI,0.0,80870037.16363637
TDF_FTC_EVG_c,INSTI,0.0,80870037.16363637
TDF_FTC_RPV,NNRTI,0.1,80870037.16363637
TDF_FTC__ATV_r,PI,0.0,80870037.16363637
TDF_FTC__DOR,NNRTI,0.0,80870037.16363637
TDF_FTC__DRV_c,PI,0.0,80870037.16363637
TDF_FTC__DRV_r,PI,0.1,80870037.16363637
TDF_FTC__DTG,INSTI,0.0,80870037.16363637
TDF_FTC__EFV,NNRTI,0.1,80870037.16363637
TDF_FTC__LPV_r,PI,0.0,80870037.16363637
TDF_FTC__NVP,NNRTI,0.0,80870037.16363637
TDF_FTC__RAL,INSTI,0.0,80870037.16363637
TDF_FTC__RPV,NNRTI,0.0,80870037.16363637
3TC_ABC__DRV_c,PI,0.0,81667118.94848485
3TC_ABC__DRV_r,PI,0.0,81667118.94848485
3TC__DRV_c,PI,0.2,81667118.94848485
3TC__DRV_r,PI,0.0,81667118.94848485
3TC__DTG,INSTI,0.0,81667118.94848485
3TC__FTC__DRV_c,PI,0.0,81667118.94848485
3TC__FTC__DRV_r,PI,0.0,81667118.94848485
ABC_3TC_DTG,INSTI,0.0,81667118.94848485
ABC_3TC__ATV_r,PI,0.0,81667118.94848485
ABC_3TC__DRV_r,PI,0.0,81667118.94848485
ABC_3TC__DTG,INSTI,0.0,81667118.94848485
ABC_3TC__EFV,NNRTI,0.1,81667118.94848485
ABC_3TC__LPV_r,PI,0.2,81667118.94848485
ABC_3TC__NVP,NNRTI,0.0,81667118.94848485
ABC_3TC__RAL,INSTI,0.0,81667118.94848485
AZT_3TC_NVP,NNRTI,0.1,81667118.94848485
AZT_3TC__ATV_r,PI,0.1,81667118.94848485
AZT_3TC__LPV_r,PI,0.0,81667118.94848485
AZT_3TC__NVP,NNRTI,0.0,81667118.94848485
DRV_c,PI,0.0,81667118.94848485
DTG_3TC,INSTI,0.0,81667118.94848485
TAF_FTC_BIC,INSTI,0.0,81667118.94848485
TAF_FTC_EVG_c,INSTI,0.0,81667118.94848485
TAF_FTC_RPV,NNRTI,0.0,81667118.94848485
TAF_FTC__DOR,NNRTI,0.0,81667118.94848485
TAF_FTC__DRV_c,PI,0.0,81667118.94848485
TAF_FTC__DRV_r,PI,0.0,81667118.94848485
TAF_FTC__DTG,INSTI,0.0,81667118.94848485
TAF_FTC__RAL,INSTI,0.0,81667118.94848485
TAF_FTC__RPV,NNRTI,0.0,81667118.94848485
TAF__DRV_c,PI,0.0,81667118.94848485
TDF_FTC_EVG_c,INSTI,0.0,81667118.94848485
TDF_FTC_RPV,NNRTI,0.1,81667118.94848485
TDF_FTC__ATV_r,PI,0.0,81667118.94848485
TDF_FTC__DOR,NNRTI,0.0,81667118.94848485
TDF_FTC__DRV_c,PI,0.0,81667118.94848485
TDF_FTC__DRV_r,PI,0.1,81667118.94848485
TDF_FTC__DTG,INSTI,0.0,81667118.94848485
TDF_FTC__EFV,NNRTI,0.1,81667118.94848485
TDF_FTC__LPV_r,PI,0.0,81667118.94848485
TDF_FTC__NVP,NNRTI,0.0,81667118.94848485
TDF_FTC__RAL,INSTI,0.0,81667118.94848485
TDF_FTC__RPV,NNRTI,0.0,81667118.94848485
3TC_ABC__DRV_c,PI,0.0,82464200.73333333
3TC_ABC__DRV_r,PI,0.0,82464200.73333333
3TC__DRV_c,PI,0.2,82464200.73333333
3TC__DRV_r,PI,0.0,82464200.73333333
3TC__DTG,INSTI,0.0,82464200.73333333
3TC__FTC__DRV_c,PI,0.0,82464200.73333333
3TC__FTC__DRV_r,PI,0.0,82464200.73333333
ABC_3TC_DTG,INSTI,0.0,82464200.73333333
ABC_3TC__ATV_r,PI,0.0,82464200.73333333
ABC_3TC__DRV_r,PI,0.0,82464200.73333333
ABC_3TC__DTG,INSTI,0.0,82464200.73333333
ABC_3TC__EFV,NNRTI,0.1,82464200.73333333
ABC_3TC__LPV_r,PI,0.2,82464200.73333333
ABC_3TC__NVP,NNRTI,0.0,82464200.73333333
ABC_3TC__RAL,INSTI,0.0,82464200.73333333
AZT_3TC_NVP,NNRTI,0.1,82464200.73333333
AZT_3TC__ATV_r,PI,0.1,82464200.73333333
AZT_3TC__LPV_r,PI,0.0,82464200.73333333
AZT_3TC__NVP,NNRTI,0.0,82464200.73333333
DRV_c,PI,0.0,82464200.73333333
DTG_3TC,INSTI,0.0,82464200.73333333
TAF_FTC_BIC,INSTI,0.0,82464200.73333333
TAF_FTC_EVG_c,INSTI,0.0,82464200.73333333
TAF_FTC_RPV,NNRTI,0.0,82464200.73333333
TAF_FTC__DOR,NNRTI,0.0,82464200.73333333
TAF_FTC__DRV_c,PI,0.0,82464200.73333333
TAF_FTC__DRV_r,PI,0.0,82464200.73333333
TAF_FTC__DTG,INSTI,0.0,82464200.73333333
TAF_FTC__RAL,INSTI,0.0,82464200.73333333
TAF_FTC__RPV,NNRTI,0.0,82464200.73333333
TAF__DRV_c,PI,0.0,82464200.73333333
TDF_FTC_EVG_c,INSTI,0.0,82464200.73333333
TDF_FTC_RPV,NNRTI,0.1,82464200.73333333
TDF_FTC__ATV_r,PI,0.0,82464200.73333333
TDF_FTC__DOR,NNRTI,0.0,82464200.73333333
TDF_FTC__DRV_c,PI,0.0,82464200.73333333
TDF_FTC__DRV_r,PI,0.1,82464200.73333333
TDF_FTC__DTG,INSTI,0.0,82464200.73333333
TDF_FTC__EFV,NNRTI,0.1,82464200.73333333
TDF_FTC__LPV_r,PI,0.0,82464200.73333333
TDF_FTC__NVP,NNRTI,0.0,82464200.73333333
TDF_FTC__RAL,INSTI,0.0,82464200.73333333
TDF_FTC__RPV,NNRTI,0.0,82464200.73333333
3TC_ABC__DRV_c,PI,0.0,83261282.51818183
3TC_ABC__DRV_r,PI,0.0,83261282.51818183
3TC__DRV_c,PI,0.2,83261282.51818183
3TC__DRV_r,PI,0.0,83261282.51818183
3TC__DTG,INSTI,0.0,83261282.51818183
3TC__FTC__DRV_c,PI,0.0,83261282.51818183
3TC__FTC__DRV_r,PI,0.0,83261282.51818183
ABC_3TC_DTG,INSTI,0.0,83261282.51818183
ABC_3TC__ATV_r,PI,0.0,83261282.51818183
ABC_3TC__DRV_r,PI,0.0,83261282.51818183
ABC_3TC__DTG,INSTI,0.0,83261282.51818183
ABC_3TC__EFV,NNRTI,0.1,83261282.51818183
ABC_3TC__LPV_r,PI,0.2,83261282.51818183
ABC_3TC__NVP,NNRTI,0.0,83261282.51818183
ABC_3TC__RAL,INSTI,0.0,83261282.51818183
AZT_3TC_NVP,NNRTI,0.1,83261282.51818183
AZT_3TC__ATV_r,PI,0.1,83261282.51818183
AZT_3TC__LPV_r,PI,0.0,83261282.51818183
AZT_3TC__NVP,NNRTI,0.0,83261282.51818183
DRV_c,PI,0.0,83261282.51818183
DTG_3TC,INSTI,0.0,83261282.51818183
TAF_FTC_BIC,INSTI,0.0,83261282.51818183
TAF_FTC_EVG_c,INSTI,0.0,83261282.51818183
TAF_FTC_RPV,NNRTI,0.0,83261282.51818183
TAF_FTC__DOR,NNRTI,0.0,83261282.51818183
TAF_FTC__DRV_c,PI,0.0,83261282.51818183
TAF_FTC__DRV_r,PI,0.0,83261282.51818183
TAF_FTC__DTG,INSTI,0.0,83261282.51818183
TAF_FTC__RAL,INSTI,0.0,83261282.51818183
TAF_FTC__RPV,NNRTI,0.0,83261282.51818183
TAF__DRV_c,PI,0.0,83261282.51818183
TDF_FTC_EVG_c,INSTI,0.0,83261282.51818183
TDF_FTC_RPV,NNRTI,0.1,83261282.51818183
TDF_FTC__ATV_r,PI,0.0,83261282.51818183
TDF_FTC__DOR,NNRTI,0.0,83261282.51818183
TDF_FTC__DRV_c,PI,0.0,83261282.51818183
TDF_FTC__DRV_r,PI,0.1,83261282.51818183
TDF_FTC__DTG,INSTI,0.0,83261282.51818183
TDF_FTC__EFV,NNRTI,0.1,83261282.51818183
TDF_FTC__LPV_r,PI,0.0,83261282.51818183
TDF_FTC__NVP,NNRTI,0.0,83261282.51818183
TDF_FTC__RAL,INSTI,0.0,83261282.51818183
TDF_FTC__RPV,NNRTI,0.0,83261282.51818183
3TC_ABC__DRV_c,PI,0.0,84058364.30303031
3TC_ABC__DRV_r,PI,0.0,84058364.30303031
3TC__DRV_c,PI,0.2,84058364.30303031
3TC__DRV_r,PI,0.0,84058364.30303031
3TC__DTG,INSTI,0.0,84058364.30303031
3TC__FTC__DRV_c,PI,0.0,84058364.30303031
3TC__FTC__DRV_r,PI,0.0,84058364.30303031
ABC_3TC_DTG,INSTI,0.0,84058364.30303031
ABC_3TC__ATV_r,PI,0.0,84058364.30303031
ABC_3TC__DRV_r,PI,0.0,84058364.30303031
ABC_3TC__DTG,INSTI,0.0,84058364.30303031
ABC_3TC__EFV,NNRTI,0.1,84058364.30303031
ABC_3TC__LPV_r,PI,0.2,84058364.30303031
ABC_3TC__NVP,NNRTI,0.0,84058364.30303031
ABC_3TC__RAL,INSTI,0.0,84058364.30303031
AZT_3TC_NVP,NNRTI,0.1,84058364.30303031
AZT_3TC__ATV_r,PI,0.1,84058364.30303031
AZT_3TC__LPV_r,PI,0.0,84058364.30303031
AZT_3TC__NVP,NNRTI,0.0,84058364.30303031
DRV_c,PI,0.0,84058364.30303031
DTG_3TC,INSTI,0.0,84058364.30303031
TAF_FTC_BIC,INSTI,0.0,84058364.30303031
TAF_FTC_EVG_c,INSTI,0.0,84058364.30303031
TAF_FTC_RPV,NNRTI,0.0,84058364.30303031
TAF_FTC__DOR,NNRTI,0.0,84058364.30303031
TAF_FTC__DRV_c,PI,0.0,84058364.30303031
TAF_FTC__DRV_r,PI,0.0,84058364.30303031
TAF_FTC__DTG,INSTI,0.0,84058364.30303031
TAF_FTC__RAL,INSTI,0.0,84058364.30303031
TAF_FTC__RPV,NNRTI,0.0,84058364.30303031
TAF__DRV_c,PI,0.0,84058364.30303031
TDF_FTC_EVG_c,INSTI,0.0,84058364.30303031
TDF_FTC_RPV,NNRTI,0.1,84058364.30303031
TDF_FTC__ATV_r,PI,0.0,84058364.30303031
